Identificação,Selo ,Escala,Resposta,Classificação Manual Pedagoga ,Resumo sobre a turma (GPT) ,Resumo Gemini,Resumo-API-Chat
,Segundo-2025-1,,"Estou com dificuldades na verdade. Achei que conseguiria entender a matéria com mais facilidade mas não é muito bem o caso. Nunca tive contato com a programação antes então a primeira vez está sendo bem difícil para mim, e nem é por falta de estudo. Tenho mais dificuldade em montar alguns programas que envolvem laços de repetição e desvio condicional, contudo a parte de código sequencial estou conseguindo desenvolver bem. Eu consigo entender a teoria funciona - tipo os laços de repetição, como &#039;while&#039; e &#039;for&#039;, por exemplo - mas na hora de aplicar no código tenho dificuldades. Outra coisa que me atrapalha muito é pensar numa maneira de criar um código que resolva o problema fornecido em exercícios.",,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"achei que ia pior, mas até que tá dando pra desenrolar bem",,"Positivo: Os estudantes destacam como aspectos positivos da disciplina o aprendizado progressivo e a percepção de evolução pessoal ao longo das aulas, mesmo entre aqueles que iniciaram sem experiência em programação. A disciplina é reconhecida por estimular o raciocínio lógico e fortalecer a base para a Engenharia, sendo considerada uma oportunidade importante de desenvolvimento intelectual e técnico. As aulas que integram teoria e prática são bem avaliadas, pois facilitam a compreensão dos conteúdos e tornam o aprendizado mais dinâmico. Além disso, muitos relatam interesse e motivação em superar as dificuldades, valorizando a importância e a aplicabilidade da programação em sua formação profissional.","Positivo: O sentimento positivo na turma baseia-se fortemente no reconhecimento da importância da disciplina, vista como fundamental para fornecer uma base sólida para a Engenharia e, crucialmente, para treinar e desenvolver o raciocínio lógico. Muitos alunos expressam interesse e satisfação com o conteúdo, percebendo um progresso e evolução notável no próprio aprendizado. Alguns destacam que as aulas, em alguns casos, conseguem ser bem relacionadas entre teoria e prática, tornando o ambiente propício. Além disso, a quantidade de atividades e listas de exercícios disponibilizadas é vista como um ponto forte, ajudando no treinamento e aperfeiçoamento constante.",
,Segundo-2025-1,,"Me sinto confusa, as aulas são complexas de entender a didática é muito complicada de acompanhar. As atividades muito densas, principalmente no que concerne o ensino de programação com pseudocódigos e computador simplificado.",,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"senti um pouco de dificuldade na matéria, mas me sinto bem em relação a ela, pois esta sendo muito explicada, meus resultados são por minha falta de atitude em relação da disciplina",,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"Gostei da evolução que eu tive no aprendizado sobre programação, acho que a disciplina treina muito o raciocínio lógico.",,,,
,,,,,,,
,Segundo-2025-1,,"Há muitas dificuldades, mas tenho tentado.",,,,
,Segundo-2025-1,,é uma materia que exige muito tempo e pratica e ainda estou me acostumando a isso,,,,
,Segundo-2025-1,,"Uma disciplina que dá muita base para a engenharia no geral, está sendo boa",,,,
,Segundo-2025-1,,"Satisfeito, apesar de ter dificuldade na matéria.",,,,
,Segundo-2025-1,,"Gostaria que a disciplina fosse mais direta, sem ter de passar pela parte de psceu do código e indo diretamente ao interesse, talvez até daria tempo de explorar mais a fundo a linguagem C, ou outra linguagem como Python",,,,
,,,,,"Negativo: Entre os pontos negativos, sobressaem as dificuldades em compreender e aplicar os conceitos na prática, principalmente em relação aos laços de repetição, desvios condicionais e manipulação de strings. Vários alunos afirmam que entendem a teoria, mas têm problemas na hora de implementá-la em código. Também há críticas quanto à complexidade da didática e ao ritmo acelerado das aulas, que tornam as atividades densas e desafiadoras. Outro ponto recorrente é o desempenho nas provas, visto como inferior ao domínio obtido nas atividades práticas. Parte dos estudantes ainda se sente desmotivada ou insegura, especialmente por estar tendo o primeiro contato com programação, além de mencionar dificuldades com o uso de pseudocódigo, preferindo o trabalho direto com linguagens como C ou Python.","Negativo: Os desafios e frustrações se concentram principalmente na dificuldade de aplicar o conhecimento na prática, como a montagem e estruturação de programas, especialmente aqueles que envolvem estruturas mais complexas como laços de repetição e desvios condicionais. Esta dificuldade é exacerbada para aqueles que estão tendo o primeiro contato com a Programação. Há também críticas à didática, que alguns acham complexa de acompanhar ou muito densa, e à metodologia, com a insatisfação de ter que passar por pseudocódigo e computador simplificado em vez de ir diretamente para linguagens como C ou Python. Por fim, a disciplina é percebida como muito exigente em termos de tempo e prática, e há um pedido por maior aprofundamento ou explicação em certos tópicos.",
,,,,,,,
,Segundo-2025-1,,"Estou apresentando dificuldades com a matéria, visto que essa é a primeira vez que eu estou estudando programação.",,,,
,,,,,,,
,Segundo-2025-1,,"Satisfeita, gosto da disciplina e mesmo tendo dificuldade na matéria acho divertida e interessante.",,,,
,,,,,,,
,Segundo-2025-1,,a disciplina é legal mas tenho dificuldade de aplicar meus conhecimentos na hora da prova,,,,
,,,,,,,
,Segundo-2025-1,,Com batente dificuldade,,,,
,Segundo-2025-1,,"Estou gostando do jeito que está sendo mostrado o conteúdo e a quantidade de atividades disponibilizadas para estudo, mas quando chega a prova tenho dificuldade de aplicar o conteúdo da melhor forma a ser avaliada.",,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"Difícil e desafiadora, porém muito interessante.",,,,
,Segundo-2025-1,,"No início eu imaginei que a disciplina de programação fosse diferente, e até pensei que era uma matéria complicada, porém, após a P1, eu percebi que a disciplina não é complicada, é apenas questão de prática",,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"é uma disciplina difícil, mas de repetição, é completamente entendível, mas acho que deveria ter uma explicação maior.",,,,
,,,,,,,
,Segundo-2025-1,,Gostei do avanço que eu tive. A disciplina me ajudou diante ao raciocínio lógico e a mexer em aparelhos tecnológicos,,,,
,,,,,,,
,Segundo-2025-1,,"Em relação à disciplina de Programação, tenho me sentido desafiado, mas ao mesmo tempo motivado a superar as dificuldades.",,,,
,,,,,,,
,Segundo-2025-1,,"Ate o momento somente possuo duvidas a respeito na elobaraçao da estruturaçao na hora de fazer uma programa em C com intuito de fazer alguma string , porem de resto creio eu que me adapto muito bem",,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"Apesar de algumas dificuldades estou conseguindo acompanhar o conteúdo, então me sinto confiante.",,,,
,,,,,,,
,Segundo-2025-1,,Me sinto indiferente pois na minha  opinião o curso é um pouco complexo dada a minha situação...,,,,
,,,,,,,
,Segundo-2025-1,,A disciplina é bem interessante e imagino que tenha um papel importante na formação de um engenheiro,,,,
,,,,,,,
,Segundo-2025-1,,"Apesar da nota ,abaixo do esperado na primeira prova, sinto-me motivado com as aulas e principalmente com as listas de exercício, afim do treinamento e aperfeiçoamento na resolução de cada questão. Consigo perceber meu progresso, mesmo que não seja muito expressivo ainda e pretendo melhorar cada vez mais em relação à disciplina.",,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,UFSC-EMB5648_01601_01604-2025-1-2,,,,
UFSC-EMB5648_01601_01604-2025-1-2,Segundo-2025-1,,"Esta interessante, estou gostando de aprender prog, principalmente de fazer os exercicios. Sempre que concluo um e uma satisfacao de ter conseguido fazer um novo codigo. Nao sei se usarei prog no futuro mas esta sendo divertido aprender. Sinto que nao tenho tempo de fazer todos os exercicios, o que me preocupa com relacao a p2, mesmo eu sentindo que ja melhorei bastante desde a p1, ainda acho que nao sera o suficiente, principalmente depois da aula de vetores. Sinto que terei mais dificuldade com esse e os proximos conteudos que cairao na p2.",,"O sentimento da turma em relação à disciplina é diverso e misto, com parte dos estudantes demonstrando interesse, satisfação e prazer em aprender programação, enquanto outra parcela relata dificuldades de compreensão, desmotivação e insegurança quanto ao desempenho futuro. Há também menções a problemas de comunicação entre os professores e diferenças individuais no ritmo de aprendizado, especialmente para estudantes estrangeiros.","A análise das respostas dos estudantes indica um sentimento misto em relação à disciplina, com alunos expressando tanto satisfação e interesse quanto frustração e dificuldade.",
,,,,,,,"Os estudantes expressaram uma variedade de sentimentos em relação à disciplina, destacando problemas de comunicação entre os professores e a preferência por ter listas de questões para as provas em vez de uma quantidade excessiva de VPL. Enquanto alguns demonstraram satisfação com o aprendizado e a ajuda recebida nas aulas práticas, outros se sentiram desanimados e frustrados, especialmente aqueles que enfrentam dificuldades de compreensão, incluindo um estudante estrangeiro que apontou a rapidez na explanação como um fator que contribui para a sua frustração. Muitos reconhecem a importância de estudar mais intensivamente em casa para melhorar seu entendimento, mas ainda assim sentem que a abordagem do conteúdo poderia ser mais adaptada ao nível de compreensão de todos os alunos."
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"Acredito que houve alguns erros de comunicação entre os professores, acredito que ficar com as listas de questoes para a prova seja melhor do que a quantidade de vpl que há",,,,
,,,,,"Positivo: Os alunos destacam que a disciplina é interessante e prazerosa, especialmente pelo desafio de resolver exercícios e pela sensação de realização ao concluir códigos. Muitos reconhecem avanço no aprendizado desde o início do semestre, além de valorizarem o apoio recebido durante as aulas práticas e a oportunidade de melhorar por meio do estudo contínuo. Há uma percepção de satisfação com o conteúdo e interesse genuíno pelo tema da programação, mesmo entre aqueles que não pretendem seguir na área.","Positivo: O sentimento positivo reside majoritariamente no interesse pelo conteúdo e na satisfação intrínseca gerada pela programação. Muitos estudantes acham a matéria interessante e gostam do assunto, sentindo uma grande satisfação e motivação ao conseguir concluir os exercícios e desenvolver novos códigos. Além disso, há um reconhecimento da melhoria pessoal e uma satisfação com o suporte e a ajuda recebidos durante as aulas práticas para o esclarecimento de dúvidas.",
,,,,,,,
,Segundo-2025-1,,"Estudando para obter melhora, gosto do assunto.",,,,
,Segundo-2025-1,,Sinto que não entendo direito o conteúdo.,,,,
,Segundo-2025-1,,Estava melh9,,,,
,Segundo-2025-1,,"Desanimado, sem intendimento da matéria e muita dificuldade no aprendizado",,,,
,Segundo-2025-1,,Satisfeito,,,,
,Segundo-2025-1,,"Em relação a disciplina estou me sentindo indiferente pois não estou conseguindo me enquadrar na matéria, acho que não está sendo bem dada para o nível que eu possa entender as matérias. Por ser estudante estrangeiro,talvez seja o motivo pela qual a disciplina está sendo uma frustração pela rapidez da fala na explanação das matérias. Acho que com uma explicação mais calma e direta das matérias posso vir a melhor pois infelizmente até na monitoria consigo entender.      Muito obrigado!",,,,
,,,,,,,
,,,,,"Negativo: Os principais pontos negativos envolvem dificuldade de compreensão dos conteúdos, especialmente os mais avançados, e preocupação com o desempenho na P2. Alguns alunos relatam falta de tempo para acompanhar as atividades, desmotivação e dificuldade em se adaptar ao ritmo das aulas. Também foram citados problemas de comunicação entre os professores e a quantidade elevada de VPLs, além de dificuldade de entendimento devido à rapidez nas explicações, especialmente para estudantes estrangeiros.","Negativo: A principal frustração da turma é a dificuldade generalizada em entender o conteúdo, levando ao desânimo e confusão. Essa dificuldade é atribuída, em parte, à metodologia ou ritmo da explicação (muito rápida ou inadequada ao nível de alguns alunos, especialmente estrangeiros), que não tem sido suficiente para superar as dúvidas mesmo com a monitoria. Soma-se a isso a preocupação com o tempo para realizar a alta carga de exercícios e o aumento da complexidade dos próximos temas (como vetores).",
,,,,,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,Estou me sentindo satisfeito com oque aprendi e com a ajuda que tenho durante as aulas práticas para tirar minhas dúvidas,,,,
,,,,,,,
,Segundo-2025-1,,eu acho a disciplina legal porém tenho dificuldade para entender a materia.,,,,
,Segundo-2025-1,,"Eu me sinto um pouco confuso com a matéria, mas tenho noção que de parte disso pode ser resolvida com estudos mais intensivos em casa.",,,,
,,,,,,,
,,,CATOLICA-Prog-Web-A-2025-1-2,,,,
CATOLICA-Prog-Web-A-2025-1-2,Segundo-2025-1,,"no início é difícil, mas todo mundo enfrenta dificuldades nessa vida então vamo que vamo (mas eu aprendi bastante a fazer uso de outras tecnologias, embora eu prefira a monogamia)",,"O sentimento predominante é positivo. A maioria dos estudantes demonstra satisfação com a disciplina, valorizando a liberdade criativa, o aprendizado prático e a postura colaborativa do professor. Há um clima de engajamento e reconhecimento do desafio proposto, visto como uma oportunidade de crescimento técnico e pessoal.","O sentimento geral da turma em relação à disciplina é predominantemente positivo e de satisfação. Os estudantes percebem a matéria como desafiadora, mas extremamente relevante e prática, que exige a aplicação do conhecimento prévio e fomenta o desenvolvimento de habilidades importantes como a tomada de decisão e a gestão de prazos.",
,,,,,,,"Os estudantes expressaram um alto grau de satisfação com o método de avaliação da disciplina, destacando que tiveram liberdade para desenvolver uma aplicação a partir de suas próprias escolhas. A dinâmica das aulas é apreciada, com elogios ao professor pela sua disponibilidade em esclarecer dúvidas, seu enfoque objetivo, e pela forma como mantém o ritmo das aulas, evitando a sensação de perda de tempo. Os alunos estão gostando do tema livre, que permite que sua criatividade se manifeste, e sentiram que a disciplina é desafiadora, pois demandou a aplicação prática de conhecimentos adquiridos anteriormente. Apesar de algumas dificuldades com prazos e ajustes em seus projetos, os estudantes enxergam essas experiências como oportunidades de aprendizado, destacando a importância de tomar decisões rápidas e pensar a longo prazo durante o desenvolvimento das aplicações. A avaliação e a dinâmica proporcionaram um ambiente de aprendizado positivo e enriquecedor."
,,,,,,,
,Segundo-2025-1,,Satisfeita,,,,
,Segundo-2025-1,,Acredito que o método de avaliação foi bem aplicado. Nos foi dado liberdade para desenvolvermos uma aplicação de nossa escolha do zero para ser avaliada depois.,,,,
,,,,,,,
,Segundo-2025-1,,gosto da disciplina,,,,
,Segundo-2025-1,,"Gosto da nossa dinâmica. O professor se disponibiliza para tirar nossas dúvidas e auxiliar no desenvolvimento, mas nos deixa livres pra escolher as ferramentas e os demais métodos de construção do código. ",,"Positivo: Os estudantes destacam que a disciplina proporciona um aprendizado prático e significativo, permitindo aplicar os conhecimentos adquiridos em um projeto real. A liberdade de escolha no desenvolvimento, o incentivo à criatividade e a autonomia são aspectos muito valorizados. A didática do professor é amplamente elogiada por ser clara, objetiva e dinâmica, além de sua constante disponibilidade para tirar dúvidas e acompanhar o progresso dos alunos. A experiência é vista como uma oportunidade de crescimento técnico e pessoal, estimulando a capacidade de resolver problemas, tomar decisões e lidar com desafios de forma mais madura. No geral, o sentimento predominante é de satisfação e reconhecimento da relevância da disciplina.","Positivo: Os estudantes demonstram alta satisfação com a disciplina, destacando a qualidade da metodologia de ensino do professor — que é objetivo, disponível para tirar dúvidas e mantém a aula envolvente. É altamente valorizada a liberdade metodológica e temática no projeto, permitindo a aplicação prática de todo o conhecimento prévio do curso, o desenvolvimento da criatividade e o aprendizado no uso de novas tecnologias. A disciplina também é vista como uma excelente oportunidade de desenvolvimento pessoal, especialmente na gestão de prazos e na tomada de decisões em um projeto real.",
,,,,,,,
,,,,,,,
,Segundo-2025-1,,Satisfeito,,,,
,Segundo-2025-1,,"Estou gostando , ainda mais que o tema é livre e você pode deixar sua criatividade fluir ",,,,
,Segundo-2025-1,,"Satisfeito, nada a declarar",,,,
,Segundo-2025-1,,"As aulas do professor Camargo são das melhores que já tive. Sem enrolação, ele é sempre objetivo e as aulas não são cansativas. Sempre temos assunto e, mesmo com atividades, ele não deixa a aula perder o ritmo, passando pelos grupos ou pelos alunos e esclarecendo todas as dúvidas. Ele não é aquele professor que passa atividades só para “matar o tempo” da aula, mas sim para ajudar verdadeiramente todos os alunos.",,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"Muito bem. Nunca fui muito bem com prazos, então está sendo uma oportunidade para eu conseguir me desenvolver.  Não estou tendo também nenhuma dificuldade técnica, é uma oportunidade de aprendizado, no meu ponto de vista. Para mim o mais complicado foi seguir uma ideia e colocar ela em prática, mudei diversas vezes meu escopo, por isso também aprendi a tomar decisões rápidas ou a pensar mais ""a frente"", tentando levar em consideração todo o projeto, antes de inicia-lo.",,,,
,,,,,"Negativo: Alguns estudantes mencionam dificuldades no início da disciplina e durante o processo de desenvolvimento do projeto, especialmente ao definir um escopo claro e manter a execução conforme o planejado. Também foram apontadas dificuldades com prazos e gestão de tempo, embora esses desafios sejam vistos mais como parte natural do aprendizado do que como um problema da disciplina em si.","Negativo: Os desafios não são críticas diretas, mas sim dificuldades inerentes ao aprendizado e ao projeto. A disciplina pode apresentar uma dificuldade inicial para alguns. O aspecto mais complexo é o processo de desenvolvimento em si, que exige aprender a planejar o escopo de forma eficaz, evitar mudanças constantes de ideia e exercitar a tomada de decisão rápida para avançar no projeto. Houve, ainda, uma menção isolada a uma preferência pessoal por menos diversidade de tecnologias no projeto.",
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"Acho que foi uma disciplina desafiadora, onde tivemos que desenvolver uma aplicação web e colocar em prática todo o conhecimento adquirido até aqui.",,,,
,,,,,,,
,Segundo-2025-1,,"É uma disciplina ineressante, que coloca em prática tudo o que vimos até o momento do curso, onde precisamos desenvolver uma aplicação atendendo seus requisitos e funcionalidades.",,,,
,,,,,,,
,,,,,,,
,,,CATOLICA-Prog-Web-B-2025-1-2,,,,
CATOLICA-Prog-Web-B-2025-1-2,Segundo-2025-1,,"muito feliz e satisfeita, tenho conseguido ter um grande aprendizado com o projeto proposto, além dos modelos de aula serem excelentes trazendo liberdade pra nós podermos explorar tecnologias diversas com uma grande orientação do professor ",,"De modo geral, o sentimento predominante entre os estudantes é muito positivo. A maioria demonstra satisfação e entusiasmo com a disciplina, destacando o aprendizado prático, a liberdade para explorar tecnologias diferentes e a boa orientação e comunicação com o professor. Os alunos reconhecem que o formato da disciplina estimula o autodesenvolvimento e a integração com outras matérias, além de favorecer um aprendizado significativo e aplicado.","o sentimento geral da turma em relação à disciplina é majoritariamente positivo e de satisfação, com um forte foco no aprendizado prático e na flexibilidade.",
,,,,,,,"Os estudantes expressam opiniões majoritariamente positivas sobre a disciplina, destacando a prática e a clareza na comunicação do professor como aspectos facilitadores da aprendizagem. Há satisfação com a flexibilidade do curso e a oportunidade de desenvolvimento pessoal, além da escolha de ferramentas como React para aprimoramento de conhecimentos. No entanto, alguns alunos sugerem a inclusão de uma base teórica, como frameworks e ferramentas, para complementar a prática e auxiliá-los na execução dos projetos. Apesar desse reconhecimento das qualidades do curso, há um estudante que menciona a sensação de não estar aprendendo nada, o que pode indicar a necessidade de ajustes na abordagem para atender a diferentes perfis de aprendizagem."
,,,,,,,
,Segundo-2025-1,,"Acho a forma do professor de instruir quanto aos trabalhos e explicar a matéria bem prática e fácil de entender. A comunicação entre professor e aluno também é sempre bem clara e muito boa, na minha opinião, estou bastante satisfeita.",,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,Muito satisfeito pela flexibilidade da disciplina ,,,,
,Segundo-2025-1,,"Acredito que seja um bom desafio, mas seria interessante se a disciplina contasse com um certo grau de teoria (apresentar um ou mais frameworks/ferramentas aos alunos que pudessem auxiliar na execução do projeto, por exemplo, ainda que a presença fosse opcional em datas sem entrega)",,,,
,,,,,,,
,,,,,,,
,,,,,"Positivo: Os estudantes demonstram grande satisfação com a disciplina, destacando o aprendizado prático e a liberdade para explorar diferentes tecnologias. A autonomia concedida para desenvolver os projetos é vista como uma oportunidade de crescimento e aperfeiçoamento, especialmente para quem busca aprofundar conhecimentos específicos. A didática do professor é amplamente elogiada pela clareza nas explicações, pela orientação constante e pela comunicação aberta, o que torna o processo de aprendizado mais acessível e produtivo. Além disso, há valorização da integração entre a disciplina e outras matérias, o que reforça a aplicação prática dos conteúdos.","Positivo: Os estudantes expressam uma grande satisfação com o modelo da disciplina, destacando o grande aprendizado proporcionado pelo projeto proposto e a liberdade para explorar e aperfeiçoar o conhecimento em tecnologias diversas (como React). O modelo de aula é considerado excelente, com instruções práticas e fáceis de entender e uma grande orientação do professor. Além disso, a flexibilidade da disciplina e a comunicação clara e muito boa entre professor e aluno são fatores chave. Por fim, a disciplina permite a sinergia e utilização do conhecimento junto com outras matérias, como a de PAC.",
,Segundo-2025-1,,"Muito bom, dá pra utilizar junto com a materia de PAC.",,,,
,Segundo-2025-1,,"Estou satisfeita em relação a disciplina, abertura para nos desenvolvermos e satisfatória.  Escolhi react para aperfeiçoar meus conhecimentos e estou desenvolvendo um trabalho bom, ao meu alcance. ",,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,Nada sendo aprendido,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,"Negativo: Alguns alunos sentem falta de uma base teórica mais estruturada, sugerindo a inclusão de momentos voltados à apresentação de frameworks ou ferramentas que possam auxiliar no desenvolvimento dos projetos. Também foi mencionado, de forma isolada, um caso de desmotivação ou dificuldade de aprendizado, o que pode indicar a necessidade de maior apoio a quem tem dificuldade de se adaptar ao formato mais autônomo da disciplina.","Negativo: O principal ponto de melhoria sugerido é a ausência de um grau de teoria ou de exemplos/apresentação de frameworks e ferramentas que pudessem auxiliar na execução do projeto, mesmo que essa presença fosse opcional. Este aspecto é levantado no contexto de o projeto ser um bom desafio, mas que poderia se beneficiar de mais estrutura teórica. Em contraste com a satisfação geral, há também um relato discrepante de que nada estaria sendo aprendido, indicando uma possível dificuldade individual ou falha de engajamento para uma minoria.",